,Flag,Session Date,Player,Session,Score
558,Carried over,2021-08-26,Player 6,Agility,7
559,Actual,2021-08-25,Player 6,Agility,7
560,Carried over,2021-08-30,Player 6,Agility,3
561,Actual,2021-08-27,Player 6,Agility,3
562,Carried over,2021-09-03,Player 6,Agility,7
563,Carried over,2021-09-02,Player 6,Agility,7
564,Carried over,2021-09-01,Player 6,Agility,7
565,Actual,2021-08-31,Player 6,Agility,7
566,Carried over,2021-09-07,Player 6,Agility,3
567,Actual,2021-09-06,Player 6,Agility,3
568,Carried over,2021-09-13,Player 6,Agility,5
569,Carried over,2021-09-10,Player 6,Agility,5
570,Carried over,2021-09-09,Player 6,Agility,5
571,Actual,2021-09-08,Player 6,Agility,5
572,Carried over,2021-09-17,Player 6,Agility,5
573,Carried over,2021-09-16,Player 6,Agility,5
574,Carried over,2021-09-15,Player 6,Agility,5
575,Actual,2021-09-14,Player 6,Agility,5
576,Carried over,2021-09-24,Player 6,Agility,8
577,Carried over,2021-09-23,Player 6,Agility,8
578,Carried over,2021-09-22,Player 6,Agility,8
579,Carried over,2021-09-21,Player 6,Agility,8
580,Actual,2021-09-20,Player 6,Agility,8
581,Carried over,2021-10-07,Player 6,Agility,4
582,Carried over,2021-10-06,Player 6,Agility,4
583,Carried over,2021-10-05,Player 6,Agility,4
584,Carried over,2021-10-04,Player 6,Agility,4
585,Carried over,2021-10-01,Player 6,Agility,4
586,Carried over,2021-09-30,Player 6,Agility,4
587,Carried over,2021-09-29,Player 6,Agility,4
588,Carried over,2021-09-28,Player 6,Agility,4
589,Actual,2021-09-27,Player 6,Agility,4
590,Carried over,2021-10-12,Player 6,Agility,6
591,Carried over,2021-10-11,Player 6,Agility,6
592,Actual,2021-10-08,Player 6,Agility,6
593,Actual,2021-10-13,Player 6,Agility,8
594,Carried over,2021-10-19,Player 6,Agility,7
595,Carried over,2021-10-18,Player 6,Agility,7
596,Carried over,2021-10-15,Player 6,Agility,7
597,Actual,2021-10-14,Player 6,Agility,7
598,Carried over,2021-10-21,Player 6,Agility,5
599,Actual,2021-10-20,Player 6,Agility,5
600,Carried over,2021-10-27,Player 6,Agility,8
601,Carried over,2021-10-26,Player 6,Agility,8
602,Carried over,2021-10-25,Player 6,Agility,8
603,Actual,2021-10-22,Player 6,Agility,8
604,Carried over,2021-11-04,Player 6,Agility,4
605,Carried over,2021-11-03,Player 6,Agility,4
606,Carried over,2021-11-02,Player 6,Agility,4
607,Carried over,2021-11-01,Player 6,Agility,4
608,Carried over,2021-10-29,Player 6,Agility,4
609,Actual,2021-10-28,Player 6,Agility,4
610,Carried over,2021-11-09,Player 6,Agility,6
611,Carried over,2021-11-08,Player 6,Agility,6
612,Actual,2021-11-05,Player 6,Agility,6
613,Carried over,2021-11-11,Player 6,Agility,4
614,Actual,2021-11-10,Player 6,Agility,4
615,Carried over,2021-11-17,Player 6,Agility,3
616,Carried over,2021-11-16,Player 6,Agility,3
617,Carried over,2021-11-15,Player 6,Agility,3
618,Actual,2021-11-12,Player 6,Agility,3
619,Actual,2021-11-18,Player 6,Agility,4
620,Carried over,2021-11-23,Player 6,Agility,6
621,Carried over,2021-11-22,Player 6,Agility,6
622,Actual,2021-11-19,Player 6,Agility,6
623,Carried over,2021-11-25,Player 6,Agility,7
624,Actual,2021-11-24,Player 6,Agility,7
625,Carried over,2021-11-30,Player 6,Agility,9
626,Carried over,2021-11-29,Player 6,Agility,9
627,Actual,2021-11-26,Player 6,Agility,9
628,Carried over,2021-12-08,Player 6,Agility,5
629,Carried over,2021-12-07,Player 6,Agility,5
630,Carried over,2021-12-06,Player 6,Agility,5
631,Carried over,2021-12-03,Player 6,Agility,5
632,Carried over,2021-12-02,Player 6,Agility,5
633,Actual,2021-12-01,Player 6,Agility,5
634,Carried over,2021-12-29,Player 6,Agility,9
635,Carried over,2021-12-28,Player 6,Agility,9
636,Carried over,2021-12-27,Player 6,Agility,9
637,Carried over,2021-12-24,Player 6,Agility,9
638,Carried over,2021-12-23,Player 6,Agility,9
639,Carried over,2021-12-22,Player 6,Agility,9
640,Carried over,2021-12-21,Player 6,Agility,9
641,Carried over,2021-12-20,Player 6,Agility,9
642,Carried over,2021-12-17,Player 6,Agility,9
643,Carried over,2021-12-16,Player 6,Agility,9
644,Carried over,2021-12-15,Player 6,Agility,9
645,Carried over,2021-12-14,Player 6,Agility,9
646,Carried over,2021-12-13,Player 6,Agility,9
647,Carried over,2021-12-10,Player 6,Agility,9
648,Actual,2021-12-09,Player 6,Agility,9
649,Carried over,2021-12-31,Player 6,Agility,9
650,Actual,2021-12-30,Player 6,Agility,9
651,Carried over,2022-01-05,Player 6,Agility,6
652,Carried over,2022-01-04,Player 6,Agility,6
653,Actual,2022-01-03,Player 6,Agility,6
654,Actual,2022-01-06,Player 6,Agility,5
655,Actual,2022-01-07,Player 6,Agility,7
656,Actual,2022-01-10,Player 6,Agility,8
657,Actual,2022-01-11,Player 6,Agility,3
658,Actual,2022-01-12,Player 6,Agility,6
659,Actual,2022-01-13,Player 6,Agility,6
660,Actual,2022-01-14,Player 6,Agility,10
661,Carried over,2022-01-18,Player 6,Agility,7
662,Actual,2022-01-17,Player 6,Agility,7
663,Actual,2022-01-19,Player 6,Agility,5
664,Carried over,2022-01-24,Player 6,Agility,3
665,Carried over,2022-01-21,Player 6,Agility,3
666,Actual,2022-01-20,Player 6,Agility,3
667,Actual,2022-01-25,Player 6,Agility,3
668,Carried over,2022-01-27,Player 6,Agility,7
669,Actual,2022-01-26,Player 6,Agility,7
670,Actual,2022-01-28,Player 6,Agility,3
671,Actual,2022-01-31,Player 6,Agility,6
672,Actual,2022-02-01,Player 6,Agility,7
673,Carried over,2022-02-04,Player 6,Agility,8
674,Carried over,2022-02-03,Player 6,Agility,8
675,Actual,2022-02-02,Player 6,Agility,8
676,Carried over,2022-02-08,Player 6,Agility,3
677,Actual,2022-02-07,Player 6,Agility,3
678,Actual,2022-02-09,Player 6,Agility,5
679,Carried over,2022-02-14,Player 6,Agility,6
680,Carried over,2022-02-11,Player 6,Agility,6
681,Actual,2022-02-10,Player 6,Agility,6
682,Carried over,2022-02-18,Player 6,Agility,5
683,Carried over,2022-02-17,Player 6,Agility,5
684,Carried over,2022-02-16,Player 6,Agility,5
685,Actual,2022-02-15,Player 6,Agility,5
686,Carried over,2022-02-24,Player 6,Agility,8
687,Carried over,2022-02-23,Player 6,Agility,8
688,Carried over,2022-02-22,Player 6,Agility,8
689,Actual,2022-02-21,Player 6,Agility,8
690,Actual,2022-02-25,Player 6,Agility,10
691,Carried over,2022-03-02,Player 6,Agility,4
692,Carried over,2022-03-01,Player 6,Agility,4
693,Actual,2022-02-28,Player 6,Agility,4
694,Actual,2022-03-03,Player 6,Agility,10
695,Actual,2022-03-04,Player 6,Agility,9
696,Carried over,2022-03-08,Player 6,Agility,10
697,Actual,2022-03-07,Player 6,Agility,10
698,Actual,2022-03-09,Player 6,Agility,6
699,Carried over,2022-03-11,Player 6,Agility,8
700,Actual,2022-03-10,Player 6,Agility,8
701,Actual,2022-03-14,Player 6,Agility,8
702,Actual,2022-03-15,Player 6,Agility,7
703,Actual,2022-03-16,Player 6,Agility,5
704,Actual,2022-03-17,Player 6,Agility,7
705,Actual,2022-03-18,Player 6,Agility,9
706,Actual,2022-03-21,Player 6,Agility,5
707,Actual,2022-03-22,Player 6,Agility,4
708,Carried over,2022-03-28,Player 6,Agility,8
709,Carried over,2022-03-25,Player 6,Agility,8
710,Carried over,2022-03-24,Player 6,Agility,8
711,Actual,2022-03-23,Player 6,Agility,8
712,Actual,2022-03-29,Player 6,Agility,4
713,Carried over,2022-03-31,Player 6,Agility,6
714,Actual,2022-03-30,Player 6,Agility,6
715,Actual,2022-04-01,Player 6,Agility,9
716,Carried over,2022-04-05,Player 6,Agility,5
717,Actual,2022-04-04,Player 6,Agility,5
718,Actual,2022-04-06,Player 6,Agility,6
719,Carried over,2022-04-08,Player 6,Agility,4
720,Actual,2022-04-07,Player 6,Agility,4
721,Actual,2022-04-11,Player 6,Agility,4
722,Actual,2022-04-12,Player 6,Agility,3
723,Carried over,2022-04-14,Player 6,Agility,3
724,Actual,2022-04-13,Player 6,Agility,3
725,Carried over,2022-04-18,Player 6,Agility,7
726,Actual,2022-04-15,Player 6,Agility,7
727,Actual,2022-04-19,Player 6,Agility,4
728,Carried over,2022-04-22,Player 6,Agility,6
729,Carried over,2022-04-21,Player 6,Agility,6
730,Actual,2022-04-20,Player 6,Agility,6
731,Actual,2022-04-25,Player 6,Agility,7
732,Actual,2022-04-26,Player 6,Agility,10
733,Actual,2022-04-27,Player 6,Agility,9
734,Actual,2022-04-28,Player 6,Agility,5
735,Actual,2022-04-29,Player 6,Agility,5
736,Carried over,2022-05-05,Player 6,Agility,5
737,Carried over,2022-05-04,Player 6,Agility,5
738,Carried over,2022-05-03,Player 6,Agility,5
739,Actual,2022-05-02,Player 6,Agility,5
740,Actual,2022-05-06,Player 6,Agility,7
741,Actual,2022-05-09,Player 6,Agility,7
742,Actual,2022-05-10,Player 6,Agility,9
743,Actual,2022-05-11,Player 6,Agility,10
744,Carried over,2022-05-18,Player 6,Agility,4
745,Carried over,2022-05-17,Player 6,Agility,4
746,Carried over,2022-05-16,Player 6,Agility,4
747,Carried over,2022-05-13,Player 6,Agility,4
748,Actual,2022-05-12,Player 6,Agility,4
749,Actual,2022-05-19,Player 6,Agility,9
750,Carried over,2022-05-23,Player 6,Agility,3
751,Actual,2022-05-20,Player 6,Agility,3
752,Actual,2022-05-24,Player 6,Agility,5
753,Actual,2022-05-25,Player 6,Agility,9
754,Actual,2022-05-26,Player 6,Agility,10
755,Carried over,2022-05-30,Player 6,Agility,3
756,Actual,2022-05-27,Player 6,Agility,3
757,Carried over,2022-06-02,Player 6,Agility,9
758,Carried over,2022-06-01,Player 6,Agility,9
759,Actual,2022-05-31,Player 6,Agility,9
760,Actual,2022-06-03,Player 6,Agility,5
761,Actual,2022-06-06,Player 6,Agility,3
762,Carried over,2022-06-08,Player 6,Agility,5
763,Actual,2022-06-07,Player 6,Agility,5
764,Actual,2022-06-09,Player 6,Agility,7
765,Carried over,2022-06-13,Player 6,Agility,7
766,Actual,2022-06-10,Player 6,Agility,7
767,Actual,2022-06-14,Player 6,Agility,4
768,Actual,2022-06-15,Player 6,Agility,8
769,Actual,2022-06-16,Player 6,Agility,4
770,Actual,2022-06-17,Player 6,Agility,5
771,Actual,2022-06-20,Player 6,Agility,4
772,Actual,2022-06-21,Player 6,Agility,4
773,Carried over,2022-06-24,Player 6,Agility,4
774,Carried over,2022-06-23,Player 6,Agility,4
775,Actual,2022-06-22,Player 6,Agility,4
776,Actual,2022-06-27,Player 6,Agility,4
777,Actual,2022-06-28,Player 6,Agility,5
778,Carried over,2022-06-30,Player 6,Agility,9
779,Actual,2022-06-29,Player 6,Agility,9
780,Carried over,2022-07-04,Player 6,Agility,7
781,Actual,2022-07-01,Player 6,Agility,7
782,Actual,2022-07-05,Player 6,Agility,4
783,Carried over,2022-07-07,Player 6,Agility,10
784,Actual,2022-07-06,Player 6,Agility,10
785,Actual,2022-07-08,Player 6,Agility,6
786,Actual,2022-07-11,Player 6,Agility,4
787,Actual,2022-07-12,Player 6,Agility,9
788,Actual,2022-07-13,Player 6,Agility,7
789,Carried over,2022-07-15,Player 6,Agility,3
790,Actual,2022-07-14,Player 6,Agility,3
791,Actual,2022-07-18,Player 6,Agility,5
792,Actual,2022-07-19,Player 6,Agility,9
793,Actual,2022-07-20,Player 6,Agility,3
794,Carried over,2022-07-22,Player 6,Agility,8
795,Actual,2022-07-21,Player 6,Agility,8
796,Actual,2022-07-25,Player 6,Agility,6
797,Actual,2022-07-26,Player 6,Agility,5
798,Actual,2022-07-27,Player 6,Agility,4
799,Actual,2022-07-28,Player 6,Agility,10
800,Carried over,2021-08-04,Player 13,Strength Building,9
801,Carried over,2021-08-03,Player 13,Strength Building,9
802,Actual,2021-08-02,Player 13,Strength Building,9
803,Actual,2021-08-05,Player 13,Strength Building,3
804,Carried over,2021-08-11,Player 13,Strength Building,3
805,Carried over,2021-08-10,Player 13,Strength Building,3
806,Carried over,2021-08-09,Player 13,Strength Building,3
807,Actual,2021-08-06,Player 13,Strength Building,3
808,Actual,2021-08-12,Player 13,Strength Building,3
809,Actual,2021-08-13,Player 13,Strength Building,3
810,Carried over,2021-08-20,Player 13,Strength Building,6
811,Carried over,2021-08-19,Player 13,Strength Building,6
812,Carried over,2021-08-18,Player 13,Strength Building,6
813,Carried over,2021-08-17,Player 13,Strength Building,6
814,Carried over,2021-08-16,Player 11,Strength Building,9
815,Carried over,2021-08-13,Player 11,Strength Building,9
816,Actual,2021-08-12,Player 11,Strength Building,9
817,Actual,2021-08-17,Player 11,Strength Building,4
818,Carried over,2021-08-19,Player 11,Strength Building,7
819,Actual,2021-08-18,Player 11,Strength Building,7
820,Carried over,2021-08-24,Player 11,Strength Building,7
821,Carried over,2021-08-23,Player 11,Strength Building,7
822,Actual,2021-08-20,Player 11,Strength Building,7
823,Carried over,2021-08-26,Player 11,Strength Building,10
824,Actual,2021-08-25,Player 11,Strength Building,10
825,Carried over,2021-08-30,Player 11,Strength Building,6
826,Actual,2021-08-27,Player 11,Strength Building,6
827,Actual,2021-08-31,Player 11,Strength Building,5
828,Actual,2021-09-01,Player 11,Strength Building,3
829,Actual,2021-09-02,Player 11,Strength Building,10
830,Actual,2021-09-03,Player 11,Strength Building,3
831,Actual,2021-09-06,Player 11,Strength Building,4
832,Carried over,2021-09-09,Player 11,Strength Building,9
833,Carried over,2021-09-08,Player 11,Strength Building,9
834,Actual,2021-09-07,Player 11,Strength Building,9
835,Actual,2021-09-10,Player 11,Strength Building,7
836,Carried over,2021-09-20,Player 11,Strength Building,6
837,Carried over,2021-09-17,Player 11,Strength Building,6
838,Carried over,2021-09-16,Player 11,Strength Building,6
839,Carried over,2021-09-15,Player 11,Strength Building,6
840,Carried over,2021-09-14,Player 11,Strength Building,6
841,Actual,2021-09-13,Player 11,Strength Building,6
842,Carried over,2021-09-30,Player 11,Strength Building,7
843,Carried over,2021-09-29,Player 11,Strength Building,7
844,Carried over,2021-09-28,Player 11,Strength Building,7
845,Carried over,2021-09-27,Player 11,Strength Building,7
846,Carried over,2021-09-24,Player 11,Strength Building,7
847,Carried over,2021-09-23,Player 11,Strength Building,7
848,Carried over,2021-09-22,Player 11,Strength Building,7
849,Actual,2021-09-21,Player 11,Strength Building,7
850,Carried over,2021-10-05,Player 11,Strength Building,4
851,Carried over,2021-10-04,Player 11,Strength Building,4
852,Actual,2021-10-01,Player 11,Strength Building,4
853,Carried over,2021-10-07,Player 11,Strength Building,3
854,Actual,2021-10-06,Player 11,Strength Building,3
855,Carried over,2021-10-12,Player 11,Strength Building,7
856,Carried over,2021-10-11,Player 11,Strength Building,7
857,Actual,2021-10-08,Player 11,Strength Building,7
858,Carried over,2021-10-19,Player 11,Strength Building,3
859,Carried over,2021-10-18,Player 11,Strength Building,3
860,Carried over,2021-10-15,Player 11,Strength Building,3
861,Carried over,2021-10-14,Player 11,Strength Building,3
862,Actual,2021-10-13,Player 11,Strength Building,3
863,Carried over,2021-11-03,Player 11,Strength Building,4
864,Carried over,2021-11-02,Player 11,Strength Building,4
865,Carried over,2021-11-01,Player 11,Strength Building,4
866,Carried over,2021-10-29,Player 11,Strength Building,4
867,Carried over,2021-10-28,Player 11,Strength Building,4
868,Carried over,2021-10-27,Player 11,Strength Building,4
869,Carried over,2021-10-26,Player 11,Strength Building,4
870,Carried over,2021-10-25,Player 11,Strength Building,4
871,Carried over,2021-10-22,Player 11,Strength Building,4
872,Carried over,2021-10-21,Player 11,Strength Building,4
873,Actual,2021-10-20,Player 11,Strength Building,4
874,Carried over,2021-11-16,Player 11,Strength Building,6
875,Carried over,2021-11-15,Player 11,Strength Building,6
876,Carried over,2021-11-12,Player 11,Strength Building,6
877,Carried over,2021-11-11,Player 11,Strength Building,6
878,Carried over,2021-11-10,Player 11,Strength Building,6
879,Carried over,2021-11-09,Player 11,Strength Building,6
880,Carried over,2021-11-08,Player 11,Strength Building,6
881,Carried over,2021-11-05,Player 11,Strength Building,6
882,Actual,2021-11-04,Player 11,Strength Building,6
883,Carried over,2021-11-25,Player 11,Strength Building,8
884,Carried over,2021-11-24,Player 11,Strength Building,8
885,Carried over,2021-11-23,Player 11,Strength Building,8
886,Carried over,2021-11-22,Player 11,Strength Building,8
887,Carried over,2021-11-19,Player 11,Strength Building,8
888,Carried over,2021-11-18,Player 11,Strength Building,8
889,Actual,2021-11-17,Player 11,Strength Building,8
890,Carried over,2021-12-08,Player 11,Strength Building,8
891,Carried over,2021-12-07,Player 11,Strength Building,8
892,Carried over,2021-12-06,Player 11,Strength Building,8
893,Carried over,2021-12-03,Player 11,Strength Building,8
894,Carried over,2021-12-02,Player 11,Strength Building,8
895,Carried over,2021-12-01,Player 11,Strength Building,8
896,Carried over,2021-11-30,Player 11,Strength Building,8
897,Carried over,2021-11-29,Player 11,Strength Building,8
898,Actual,2021-11-26,Player 11,Strength Building,8
899,Actual,2021-12-09,Player 11,Strength Building,3
900,Carried over,2021-12-14,Player 11,Strength Building,9
901,Carried over,2021-12-13,Player 11,Strength Building,9
902,Actual,2021-12-10,Player 11,Strength Building,9
903,Actual,2021-12-15,Player 11,Strength Building,4
904,Actual,2021-12-16,Player 11,Strength Building,6
905,Carried over,2021-12-22,Player 11,Strength Building,8
906,Carried over,2021-12-21,Player 11,Strength Building,8
907,Carried over,2021-12-20,Player 11,Strength Building,8
908,Actual,2021-12-17,Player 11,Strength Building,8
909,Carried over,2021-12-28,Player 11,Strength Building,10
910,Carried over,2021-12-27,Player 11,Strength Building,10
911,Carried over,2021-12-24,Player 11,Strength Building,10
912,Actual,2021-12-23,Player 11,Strength Building,10
913,Actual,2021-12-29,Player 11,Strength Building,4
914,Carried over,2021-12-31,Player 11,Strength Building,4
915,Actual,2021-12-30,Player 11,Strength Building,4
916,Carried over,2022-01-06,Player 11,Strength Building,10
917,Carried over,2022-01-05,Player 11,Strength Building,10
918,Carried over,2022-01-04,Player 11,Strength Building,10
919,Actual,2022-01-03,Player 11,Strength Building,10
920,Actual,2022-01-07,Player 11,Strength Building,9
921,Carried over,2022-01-11,Player 11,Strength Building,4
922,Actual,2022-01-10,Player 11,Strength Building,4
923,Actual,2022-01-12,Player 11,Strength Building,9
924,Actual,2022-01-13,Player 11,Strength Building,9
925,Carried over,2022-01-17,Player 11,Strength Building,5
926,Actual,2022-01-14,Player 11,Strength Building,5
927,Actual,2022-01-18,Player 11,Strength Building,4
928,Actual,2022-01-19,Player 11,Strength Building,7
929,Actual,2022-01-20,Player 11,Strength Building,5
930,Actual,2022-01-21,Player 11,Strength Building,7
931,Carried over,2022-01-25,Player 11,Strength Building,6
932,Actual,2022-01-24,Player 11,Strength Building,6
933,Carried over,2022-01-27,Player 11,Strength Building,10
934,Actual,2022-01-26,Player 11,Strength Building,10
935,Carried over,2022-01-31,Player 11,Strength Building,6
936,Actual,2022-01-28,Player 11,Strength Building,6
937,Actual,2022-02-01,Player 11,Strength Building,5
938,Actual,2022-02-02,Player 11,Strength Building,3
939,Actual,2022-02-03,Player 11,Strength Building,10
940,Actual,2022-02-04,Player 11,Strength Building,3
941,Actual,2022-02-07,Player 11,Strength Building,4
942,Carried over,2022-02-10,Player 11,Strength Building,9
943,Carried over,2022-02-09,Player 11,Strength Building,9
944,Actual,2022-02-08,Player 11,Strength Building,9
945,Actual,2022-02-11,Player 11,Strength Building,7
946,Carried over,2022-02-15,Player 11,Strength Building,6
947,Actual,2022-02-14,Player 11,Strength Building,6
948,Actual,2022-02-16,Player 11,Strength Building,3
949,Carried over,2022-02-21,Player 11,Strength Building,4
950,Carried over,2022-02-18,Player 11,Strength Building,4
951,Actual,2022-02-17,Player 11,Strength Building,4
952,Carried over,2022-02-24,Player 11,Strength Building,7
953,Carried over,2022-02-23,Player 11,Strength Building,7
954,Actual,2022-02-22,Player 11,Strength Building,7
955,Carried over,2022-03-01,Player 11,Strength Building,7
956,Carried over,2022-02-28,Player 11,Strength Building,7
957,Actual,2022-02-25,Player 11,Strength Building,7
958,Actual,2022-03-02,Player 11,Strength Building,4
959,Actual,2022-03-03,Player 11,Strength Building,10
960,Actual,2022-03-04,Player 11,Strength Building,7
961,Actual,2022-03-07,Player 11,Strength Building,3
962,Actual,2022-03-08,Player 11,Strength Building,9
963,Actual,2022-03-09,Player 11,Strength Building,7
964,Carried over,2022-03-11,Player 11,Strength Building,3
965,Actual,2022-03-10,Player 11,Strength Building,3
966,Actual,2022-03-14,Player 11,Strength Building,3
967,Carried over,2022-03-16,Player 11,Strength Building,8
968,Actual,2022-03-15,Player 11,Strength Building,8
969,Actual,2022-03-17,Player 11,Strength Building,7
970,Actual,2022-03-18,Player 11,Strength Building,3
971,Actual,2022-03-21,Player 11,Strength Building,4
972,Carried over,2022-03-23,Player 11,Strength Building,7
973,Actual,2022-03-22,Player 11,Strength Building,7
974,Actual,2022-03-24,Player 11,Strength Building,9
975,Actual,2022-03-25,Player 11,Strength Building,4
976,Actual,2022-03-28,Player 11,Strength Building,9
