,Player,Session,Date,Score
664,Player 3,Strength Building,2022-03-10,3
665,Player 3,Strength Building,2022-03-14,8
666,Player 3,Strength Building,2022-03-15,5
667,Player 3,Strength Building,2022-03-16,6
668,Player 3,Strength Building,2022-03-17,6
669,Player 3,Strength Building,2022-03-18,3
670,Player 3,Strength Building,2022-03-21,7
671,Player 3,Strength Building,2022-03-24,8
672,Player 3,Strength Building,2022-03-28,8
673,Player 3,Strength Building,2022-03-29,4
674,Player 3,Strength Building,2022-03-30,9
675,Player 3,Strength Building,2022-03-31,4
676,Player 3,Strength Building,2022-04-04,9
677,Player 3,Strength Building,2022-04-05,6
678,Player 3,Strength Building,2022-04-06,7
679,Player 3,Strength Building,2022-04-07,9
680,Player 3,Strength Building,2022-04-08,3
681,Player 3,Strength Building,2022-04-11,5
682,Player 3,Strength Building,2022-04-15,5
683,Player 3,Strength Building,2022-04-19,10
684,Player 3,Strength Building,2022-04-22,4
685,Player 3,Strength Building,2022-04-25,3
686,Player 3,Strength Building,2022-04-26,6
687,Player 3,Strength Building,2022-04-27,4
688,Player 3,Strength Building,2022-04-28,10
689,Player 3,Strength Building,2022-04-29,3
690,Player 3,Strength Building,2022-05-02,8
691,Player 3,Strength Building,2022-05-04,8
692,Player 3,Strength Building,2022-05-05,8
693,Player 3,Strength Building,2022-05-09,10
694,Player 3,Strength Building,2022-05-10,4
695,Player 3,Strength Building,2022-05-11,5
696,Player 3,Strength Building,2022-05-12,9
697,Player 3,Strength Building,2022-05-13,7
698,Player 3,Strength Building,2022-05-16,4
699,Player 3,Strength Building,2022-05-18,9
700,Player 3,Strength Building,2022-05-19,10
701,Player 3,Strength Building,2022-05-23,9
702,Player 3,Strength Building,2022-05-25,6
703,Player 3,Strength Building,2022-05-26,9
704,Player 3,Strength Building,2022-05-30,8
705,Player 3,Strength Building,2022-05-31,8
706,Player 3,Strength Building,2022-06-06,10
707,Player 3,Strength Building,2022-06-07,4
708,Player 3,Strength Building,2022-06-10,3
709,Player 3,Strength Building,2022-06-13,9
710,Player 3,Strength Building,2022-06-14,5
711,Player 3,Strength Building,2022-06-16,7
712,Player 3,Strength Building,2022-06-21,9
713,Player 3,Strength Building,2022-06-23,9
714,Player 3,Strength Building,2022-06-24,9
715,Player 3,Strength Building,2022-06-28,9
716,Player 3,Strength Building,2022-06-30,3
717,Player 3,Strength Building,2022-07-01,6
718,Player 3,Strength Building,2022-07-04,5
719,Player 3,Strength Building,2022-07-06,7
720,Player 3,Strength Building,2022-07-07,8
721,Player 3,Strength Building,2022-07-08,8
722,Player 3,Strength Building,2022-07-11,7
723,Player 3,Strength Building,2022-07-12,6
724,Player 3,Strength Building,2022-07-13,8
725,Player 3,Strength Building,2022-07-14,8
726,Player 3,Strength Building,2022-07-18,3
727,Player 3,Strength Building,2022-07-20,3
728,Player 3,Strength Building,2022-07-21,6
729,Player 3,Strength Building,2022-07-25,3
730,Player 3,Strength Building,2022-07-27,10
731,Player 3,Strength Building,2022-07-28,9
732,Player 3,Strength Building,2022-07-29,6
733,Player 3,Agility,2022-01-05,6
734,Player 3,Agility,2022-01-07,7
735,Player 3,Agility,2022-01-10,6
736,Player 3,Agility,2022-01-12,4
737,Player 3,Agility,2022-01-14,4
738,Player 3,Agility,2022-01-17,9
739,Player 3,Agility,2022-01-18,10
740,Player 3,Agility,2022-01-21,3
741,Player 3,Agility,2022-01-25,9
742,Player 3,Agility,2022-01-26,3
743,Player 3,Agility,2022-01-27,3
744,Player 3,Agility,2022-01-31,7
745,Player 3,Agility,2022-02-01,9
746,Player 3,Agility,2022-02-03,9
747,Player 3,Agility,2022-02-04,3
748,Player 3,Agility,2022-02-07,9
749,Player 3,Agility,2022-02-09,4
750,Player 3,Agility,2022-02-11,3
751,Player 3,Agility,2022-02-15,3
752,Player 3,Agility,2022-02-16,6
753,Player 3,Agility,2022-02-17,6
754,Player 3,Agility,2022-02-18,8
755,Player 3,Agility,2022-02-21,7
756,Player 3,Agility,2022-02-22,6
757,Player 3,Agility,2022-02-28,5
758,Player 3,Agility,2022-03-01,3
759,Player 3,Agility,2022-03-02,4
760,Player 3,Agility,2022-03-03,5
761,Player 3,Agility,2022-03-04,7
762,Player 3,Agility,2022-03-07,6
763,Player 3,Agility,2022-03-08,7
764,Player 3,Agility,2022-03-11,9
765,Player 3,Agility,2022-03-14,9
766,Player 3,Agility,2022-03-15,9
767,Player 3,Agility,2022-03-17,9
768,Player 3,Agility,2022-03-22,5
769,Player 3,Agility,2022-03-24,9
770,Player 3,Agility,2022-03-25,7
771,Player 3,Agility,2022-03-29,8
772,Player 3,Agility,2022-03-30,8
773,Player 3,Agility,2022-03-31,6
774,Player 3,Agility,2022-04-01,6
775,Player 3,Agility,2022-04-04,5
776,Player 3,Agility,2022-04-06,8
777,Player 3,Agility,2022-04-12,8
778,Player 3,Agility,2022-04-14,4
779,Player 3,Agility,2022-04-15,5
780,Player 3,Agility,2022-04-19,8
781,Player 3,Agility,2022-04-21,3
782,Player 3,Agility,2022-04-22,8
783,Player 3,Agility,2022-04-25,5
784,Player 3,Agility,2022-04-26,5
785,Player 3,Agility,2022-04-27,7
786,Player 3,Agility,2022-04-28,9
787,Player 3,Agility,2022-04-29,7
788,Player 3,Agility,2022-05-03,10
789,Player 3,Agility,2022-05-04,4
790,Player 3,Agility,2022-05-05,8
791,Player 3,Agility,2022-05-06,5
792,Player 3,Agility,2022-05-09,4
793,Player 3,Agility,2022-05-12,9
794,Player 3,Agility,2022-05-13,8
795,Player 3,Agility,2022-05-16,9
796,Player 3,Agility,2022-05-17,8
797,Player 3,Agility,2022-05-18,10
798,Player 3,Agility,2022-05-19,5
799,Player 3,Agility,2022-05-20,4
800,Player 3,Agility,2022-05-23,5
801,Player 3,Agility,2022-05-26,3
802,Player 3,Agility,2022-06-01,7
803,Player 3,Agility,2022-06-02,3
804,Player 3,Agility,2022-06-07,7
805,Player 3,Agility,2022-06-14,10
806,Player 3,Agility,2022-06-15,9
807,Player 3,Agility,2022-06-16,10
808,Player 3,Agility,2022-06-17,3
809,Player 3,Agility,2022-06-20,9
810,Player 3,Agility,2022-06-23,5
811,Player 3,Agility,2022-06-24,8
812,Player 3,Agility,2022-06-29,4
813,Player 3,Agility,2022-06-30,6
814,Player 3,Agility,2022-07-01,3
815,Player 3,Agility,2022-07-05,7
816,Player 3,Agility,2022-07-07,6
817,Player 3,Agility,2022-07-08,7
818,Player 3,Agility,2022-07-11,6
819,Player 3,Agility,2022-07-13,9
820,Player 3,Agility,2022-07-14,5
821,Player 3,Agility,2022-07-15,9
822,Player 3,Agility,2022-07-18,7
823,Player 3,Agility,2022-07-19,8
824,Player 3,Agility,2022-07-20,10
825,Player 3,Agility,2022-07-22,7
826,Player 3,Agility,2022-07-26,8
827,Player 3,Agility,2022-07-28,9
828,Player 3,Cardio,2022-01-05,5
829,Player 3,Cardio,2022-01-06,3
830,Player 3,Cardio,2022-01-07,9
831,Player 3,Cardio,2022-01-11,5
832,Player 3,Cardio,2022-01-13,4
833,Player 3,Cardio,2022-01-17,5
834,Player 3,Cardio,2022-01-18,4
835,Player 3,Cardio,2022-01-20,8
836,Player 3,Cardio,2022-01-21,8
837,Player 3,Cardio,2022-01-24,9
838,Player 3,Cardio,2022-01-28,3
839,Player 3,Cardio,2022-01-31,5
840,Player 3,Cardio,2022-02-03,10
841,Player 3,Cardio,2022-02-04,7
842,Player 3,Cardio,2022-02-10,4
843,Player 3,Cardio,2022-02-11,6
844,Player 3,Cardio,2022-02-14,7
845,Player 3,Cardio,2022-02-16,4
846,Player 3,Cardio,2022-02-17,3
847,Player 3,Cardio,2022-02-18,5
848,Player 3,Cardio,2022-02-23,3
849,Player 3,Cardio,2022-02-24,5
850,Player 3,Cardio,2022-02-28,6
851,Player 3,Cardio,2022-03-01,8
852,Player 3,Cardio,2022-03-02,10
853,Player 3,Cardio,2022-03-03,9
854,Player 3,Cardio,2022-03-07,6
855,Player 3,Cardio,2022-03-10,6
856,Player 3,Cardio,2022-03-11,7
857,Player 3,Cardio,2022-03-15,9
858,Player 3,Cardio,2022-03-16,5
859,Player 3,Cardio,2022-03-18,5
860,Player 3,Cardio,2022-03-21,6
861,Player 3,Cardio,2022-03-23,10
862,Player 3,Cardio,2022-03-24,9
863,Player 3,Cardio,2022-03-25,7
864,Player 3,Cardio,2022-03-28,3
865,Player 3,Cardio,2022-03-29,9
866,Player 3,Cardio,2022-03-30,9
867,Player 3,Cardio,2022-03-31,4
868,Player 3,Cardio,2022-04-01,4
869,Player 3,Cardio,2022-04-06,10
870,Player 3,Cardio,2022-04-07,8
871,Player 3,Cardio,2022-04-08,3
872,Player 3,Cardio,2022-04-13,7
873,Player 3,Cardio,2022-04-14,10
874,Player 3,Cardio,2022-04-15,10
875,Player 3,Cardio,2022-04-18,7
876,Player 3,Cardio,2022-04-21,9
877,Player 3,Cardio,2022-04-25,8
878,Player 3,Cardio,2022-04-26,4
879,Player 3,Cardio,2022-04-27,9
880,Player 3,Cardio,2022-05-02,9
881,Player 3,Cardio,2022-05-03,6
882,Player 3,Cardio,2022-05-05,8
883,Player 3,Cardio,2022-05-06,9
884,Player 3,Cardio,2022-05-09,3
885,Player 3,Cardio,2022-05-12,5
886,Player 3,Cardio,2022-05-13,7
887,Player 3,Cardio,2022-05-16,3
888,Player 3,Cardio,2022-05-19,7
889,Player 3,Cardio,2022-05-20,3
890,Player 3,Cardio,2022-05-23,6
891,Player 3,Cardio,2022-05-24,6
892,Player 3,Cardio,2022-05-25,9
893,Player 3,Cardio,2022-05-27,10
894,Player 3,Cardio,2022-05-30,7
895,Player 3,Cardio,2022-05-31,8
896,Player 3,Cardio,2022-06-10,4
897,Player 3,Cardio,2022-06-13,5
898,Player 3,Cardio,2022-06-14,9
899,Player 3,Cardio,2022-06-15,8
900,Player 3,Cardio,2022-06-16,4
901,Player 3,Cardio,2022-06-20,4
902,Player 3,Cardio,2022-06-22,3
903,Player 3,Cardio,2022-06-24,5
904,Player 3,Cardio,2022-06-27,5
905,Player 3,Cardio,2022-06-28,7
906,Player 3,Cardio,2022-06-29,3
907,Player 3,Cardio,2022-06-30,7
908,Player 3,Cardio,2022-07-01,7
909,Player 3,Cardio,2022-07-04,9
910,Player 3,Cardio,2022-07-06,10
911,Player 3,Cardio,2022-07-07,9
912,Player 3,Cardio,2022-07-08,3
913,Player 3,Cardio,2022-07-11,7
914,Player 3,Cardio,2022-07-13,9
915,Player 3,Cardio,2022-07-14,6
916,Player 3,Cardio,2022-07-15,5
917,Player 3,Cardio,2022-07-18,4
918,Player 3,Cardio,2022-07-19,4
919,Player 3,Cardio,2022-07-20,7
920,Player 3,Cardio,2022-07-21,10
921,Player 3,Cardio,2022-07-22,5
922,Player 3,Cardio,2022-07-26,7
923,Player 3,Cardio,2022-07-27,8
924,Player 3,Cardio,2022-07-29,9
925,Player 4,Strength Building,2022-01-05,10
926,Player 4,Strength Building,2022-01-06,3
927,Player 4,Strength Building,2022-01-10,9
928,Player 4,Strength Building,2022-01-11,7
929,Player 4,Strength Building,2022-01-17,3
930,Player 4,Strength Building,2022-01-18,7
931,Player 4,Strength Building,2022-01-19,8
932,Player 4,Strength Building,2022-01-20,9
933,Player 4,Strength Building,2022-01-21,7
934,Player 4,Strength Building,2022-01-25,5
935,Player 4,Strength Building,2022-01-26,8
936,Player 4,Strength Building,2022-01-27,5
937,Player 4,Strength Building,2022-01-28,7
938,Player 4,Strength Building,2022-01-31,6
939,Player 4,Strength Building,2022-02-04,6
940,Player 4,Strength Building,2022-02-09,7
941,Player 4,Strength Building,2022-02-14,7
942,Player 4,Strength Building,2022-02-15,3
943,Player 4,Strength Building,2022-02-16,7
944,Player 4,Strength Building,2022-02-17,7
945,Player 4,Strength Building,2022-02-18,5
946,Player 4,Strength Building,2022-02-22,10
947,Player 4,Strength Building,2022-02-23,9
948,Player 4,Strength Building,2022-02-25,6
949,Player 4,Strength Building,2022-02-28,5
950,Player 4,Strength Building,2022-03-01,5
951,Player 4,Strength Building,2022-03-03,7
952,Player 4,Strength Building,2022-03-04,7
953,Player 4,Strength Building,2022-03-07,9
954,Player 4,Strength Building,2022-03-08,3
955,Player 4,Strength Building,2022-03-09,3
956,Player 4,Strength Building,2022-03-10,6
957,Player 4,Strength Building,2022-03-11,6
958,Player 4,Strength Building,2022-03-15,3
959,Player 4,Strength Building,2022-03-16,7
960,Player 4,Strength Building,2022-03-17,6
961,Player 4,Strength Building,2022-03-18,5
962,Player 4,Strength Building,2022-03-21,4
963,Player 4,Strength Building,2022-03-22,9
964,Player 4,Strength Building,2022-03-24,4
965,Player 4,Strength Building,2022-03-25,5
966,Player 4,Strength Building,2022-03-28,9
967,Player 4,Strength Building,2022-03-29,9
968,Player 4,Strength Building,2022-03-30,5
969,Player 4,Strength Building,2022-04-04,10
970,Player 4,Strength Building,2022-04-05,6
971,Player 4,Strength Building,2022-04-07,10
972,Player 4,Strength Building,2022-04-08,7
973,Player 4,Strength Building,2022-04-11,3
974,Player 4,Strength Building,2022-04-14,8
975,Player 4,Strength Building,2022-04-15,9
976,Player 4,Strength Building,2022-04-18,6
977,Player 4,Strength Building,2022-04-19,5
978,Player 4,Strength Building,2022-04-20,4
979,Player 4,Strength Building,2022-04-22,8
980,Player 4,Strength Building,2022-04-25,8
981,Player 4,Strength Building,2022-04-26,7
982,Player 4,Strength Building,2022-04-28,8
983,Player 4,Strength Building,2022-04-29,8
984,Player 4,Strength Building,2022-05-03,3
985,Player 4,Strength Building,2022-05-04,5
986,Player 4,Strength Building,2022-05-06,3
987,Player 4,Strength Building,2022-05-09,5
988,Player 4,Strength Building,2022-05-12,5
989,Player 4,Strength Building,2022-05-16,3
990,Player 4,Strength Building,2022-05-20,5
991,Player 4,Strength Building,2022-05-24,8
992,Player 4,Strength Building,2022-05-25,7
993,Player 4,Strength Building,2022-05-30,4
994,Player 4,Strength Building,2022-05-31,7
995,Player 4,Strength Building,2022-06-01,4
996,Player 4,Strength Building,2022-06-02,4
997,Player 4,Strength Building,2022-06-03,9
998,Player 4,Strength Building,2022-06-08,8
999,Player 4,Strength Building,2022-06-09,6
1000,Player 4,Strength Building,2022-06-10,5
1001,Player 4,Strength Building,2022-06-13,3
1002,Player 4,Strength Building,2022-06-14,8
1003,Player 4,Strength Building,2022-06-15,10
1004,Player 4,Strength Building,2022-06-16,9
1005,Player 4,Strength Building,2022-06-21,3
1006,Player 4,Strength Building,2022-06-22,3
1007,Player 4,Strength Building,2022-06-28,6
1008,Player 4,Strength Building,2022-06-30,3
1009,Player 4,Strength Building,2022-07-01,3
1010,Player 4,Strength Building,2022-07-04,9
1011,Player 4,Strength Building,2022-07-05,5
1012,Player 4,Strength Building,2022-07-06,3
1013,Player 4,Strength Building,2022-07-07,9
1014,Player 4,Strength Building,2022-07-08,9
1015,Player 4,Strength Building,2022-07-11,10
1016,Player 4,Strength Building,2022-07-12,10
1017,Player 4,Strength Building,2022-07-14,6
1018,Player 4,Strength Building,2022-07-15,3
1019,Player 4,Strength Building,2022-07-18,8
1020,Player 4,Strength Building,2022-07-19,6
1021,Player 4,Strength Building,2022-07-20,5
1022,Player 4,Strength Building,2022-07-21,9
1023,Player 4,Strength Building,2022-07-22,10
1024,Player 4,Strength Building,2022-07-25,6
1025,Player 4,Strength Building,2022-07-26,4
1026,Player 4,Strength Building,2022-07-29,7
1027,Player 4,Agility,2022-01-07,4
1028,Player 4,Agility,2022-01-11,5
1029,Player 4,Agility,2022-01-12,7
1030,Player 4,Agility,2022-01-13,9
1031,Player 4,Agility,2022-01-14,7
1032,Player 4,Agility,2022-01-19,4
1033,Player 4,Agility,2022-01-20,6
1034,Player 4,Agility,2022-01-21,10
1035,Player 4,Agility,2022-01-25,3
1036,Player 4,Agility,2022-01-26,7
1037,Player 4,Agility,2022-01-27,5
1038,Player 4,Agility,2022-01-31,6
1039,Player 4,Agility,2022-02-01,6
1040,Player 4,Agility,2022-02-02,9
1041,Player 4,Agility,2022-02-04,4
1042,Player 4,Agility,2022-02-07,7
1043,Player 4,Agility,2022-02-09,5
1044,Player 4,Agility,2022-02-10,8
1045,Player 4,Agility,2022-02-11,6
1046,Player 4,Agility,2022-02-14,4
1047,Player 4,Agility,2022-02-16,3
1048,Player 4,Agility,2022-02-17,9
1049,Player 4,Agility,2022-02-21,10
1050,Player 4,Agility,2022-02-22,7
1051,Player 4,Agility,2022-02-24,7
1052,Player 4,Agility,2022-03-04,8
1053,Player 4,Agility,2022-03-07,4
1054,Player 4,Agility,2022-03-08,10
1055,Player 4,Agility,2022-03-09,7
1056,Player 4,Agility,2022-03-10,6
1057,Player 4,Agility,2022-03-11,9
1058,Player 4,Agility,2022-03-14,9
1059,Player 4,Agility,2022-03-15,9
1060,Player 4,Agility,2022-03-17,8
1061,Player 4,Agility,2022-03-18,10
1062,Player 4,Agility,2022-03-21,10
1063,Player 4,Agility,2022-03-22,8
1064,Player 4,Agility,2022-03-23,5
1065,Player 4,Agility,2022-03-28,9
1066,Player 4,Agility,2022-03-29,8
1067,Player 4,Agility,2022-03-30,5
1068,Player 4,Agility,2022-03-31,6
1069,Player 4,Agility,2022-04-04,7
1070,Player 4,Agility,2022-04-05,5
1071,Player 4,Agility,2022-04-06,7
1072,Player 4,Agility,2022-04-08,8
1073,Player 4,Agility,2022-04-11,7
1074,Player 4,Agility,2022-04-13,6
1075,Player 4,Agility,2022-04-14,10
1076,Player 4,Agility,2022-04-18,8
1077,Player 4,Agility,2022-04-21,4
1078,Player 4,Agility,2022-04-25,8
1079,Player 4,Agility,2022-04-29,4
1080,Player 4,Agility,2022-05-02,3
1081,Player 4,Agility,2022-05-03,4
1082,Player 4,Agility,2022-05-04,10
1083,Player 4,Agility,2022-05-06,8
1084,Player 4,Agility,2022-05-09,7
1085,Player 4,Agility,2022-05-10,7
1086,Player 4,Agility,2022-05-13,5
1087,Player 4,Agility,2022-05-16,10
1088,Player 4,Agility,2022-05-18,10
1089,Player 4,Agility,2022-05-19,5
1090,Player 4,Agility,2022-05-25,5
1091,Player 4,Agility,2022-05-26,5
1092,Player 4,Agility,2022-05-30,8
1093,Player 4,Agility,2022-06-06,7
1094,Player 4,Agility,2022-06-07,4
1095,Player 4,Agility,2022-06-09,8
1096,Player 4,Agility,2022-06-14,8
1097,Player 4,Agility,2022-06-15,7
1098,Player 4,Agility,2022-06-16,10
1099,Player 4,Agility,2022-06-17,6
1100,Player 4,Agility,2022-06-21,4
1101,Player 4,Agility,2022-06-22,10
1102,Player 4,Agility,2022-06-23,7
1103,Player 4,Agility,2022-06-24,9
1104,Player 4,Agility,2022-06-27,8
1105,Player 4,Agility,2022-06-29,10
1106,Player 4,Agility,2022-06-30,9
1107,Player 4,Agility,2022-07-01,9
1108,Player 4,Agility,2022-07-04,4
1109,Player 4,Agility,2022-07-05,10
1110,Player 4,Agility,2022-07-06,5
1111,Player 4,Agility,2022-07-07,10
1112,Player 4,Agility,2022-07-11,3
1113,Player 4,Agility,2022-07-12,8
1114,Player 4,Agility,2022-07-14,5
1115,Player 4,Agility,2022-07-19,7
1116,Player 4,Agility,2022-07-20,4
1117,Player 4,Agility,2022-07-21,10
1118,Player 4,Agility,2022-07-22,7
1119,Player 4,Agility,2022-07-27,5
1120,Player 4,Cardio,2022-01-06,7
1121,Player 4,Cardio,2022-01-07,6
1122,Player 4,Cardio,2022-01-10,3
1123,Player 4,Cardio,2022-01-11,3
1124,Player 4,Cardio,2022-01-13,10
1125,Player 4,Cardio,2022-01-14,3
1126,Player 4,Cardio,2022-01-18,10
1127,Player 4,Cardio,2022-01-20,8
1128,Player 4,Cardio,2022-01-25,5
1129,Player 4,Cardio,2022-01-26,5
1130,Player 4,Cardio,2022-01-27,3
1131,Player 4,Cardio,2022-01-28,5
1132,Player 4,Cardio,2022-01-31,10
1133,Player 4,Cardio,2022-02-02,4
1134,Player 4,Cardio,2022-02-04,8
1135,Player 4,Cardio,2022-02-08,9
1136,Player 4,Cardio,2022-02-09,3
1137,Player 4,Cardio,2022-02-10,5
1138,Player 4,Cardio,2022-02-14,4
1139,Player 4,Cardio,2022-02-15,3
1140,Player 4,Cardio,2022-02-17,5
1141,Player 4,Cardio,2022-02-18,10
1142,Player 4,Cardio,2022-02-21,10
1143,Player 4,Cardio,2022-02-22,5
1144,Player 4,Cardio,2022-02-23,7
1145,Player 4,Cardio,2022-02-24,3
1146,Player 4,Cardio,2022-02-28,7
1147,Player 4,Cardio,2022-03-02,3
1148,Player 4,Cardio,2022-03-03,4
1149,Player 4,Cardio,2022-03-04,9
1150,Player 4,Cardio,2022-03-07,10
1151,Player 4,Cardio,2022-03-08,5
1152,Player 4,Cardio,2022-03-09,5
1153,Player 4,Cardio,2022-03-10,6
1154,Player 4,Cardio,2022-03-11,10
1155,Player 4,Cardio,2022-03-14,4
1156,Player 4,Cardio,2022-03-16,5
1157,Player 4,Cardio,2022-03-17,9
1158,Player 4,Cardio,2022-03-18,5
1159,Player 4,Cardio,2022-03-22,4
1160,Player 4,Cardio,2022-03-24,6
1161,Player 4,Cardio,2022-03-28,9
1162,Player 4,Cardio,2022-03-29,6
1163,Player 4,Cardio,2022-03-30,9
1164,Player 4,Cardio,2022-03-31,4
1165,Player 4,Cardio,2022-04-04,5
1166,Player 4,Cardio,2022-04-06,7
1167,Player 4,Cardio,2022-04-07,10
1168,Player 4,Cardio,2022-04-13,10
1169,Player 4,Cardio,2022-04-14,8
1170,Player 4,Cardio,2022-04-18,8
1171,Player 4,Cardio,2022-04-19,4
1172,Player 4,Cardio,2022-04-20,6
1173,Player 4,Cardio,2022-04-22,10
1174,Player 4,Cardio,2022-04-25,4
1175,Player 4,Cardio,2022-04-26,9
1176,Player 4,Cardio,2022-04-29,4
1177,Player 4,Cardio,2022-05-02,8
1178,Player 4,Cardio,2022-05-03,6
1179,Player 4,Cardio,2022-05-05,4
1180,Player 4,Cardio,2022-05-06,5
1181,Player 4,Cardio,2022-05-10,10
1182,Player 4,Cardio,2022-05-11,5
1183,Player 4,Cardio,2022-05-12,10
1184,Player 4,Cardio,2022-05-13,10
1185,Player 4,Cardio,2022-05-20,10
1186,Player 4,Cardio,2022-05-23,5
1187,Player 4,Cardio,2022-05-25,8
1188,Player 4,Cardio,2022-05-27,8
1189,Player 4,Cardio,2022-05-31,10
1190,Player 4,Cardio,2022-06-02,4
1191,Player 4,Cardio,2022-06-03,8
1192,Player 4,Cardio,2022-06-06,7
1193,Player 4,Cardio,2022-06-07,3
1194,Player 4,Cardio,2022-06-08,3
1195,Player 4,Cardio,2022-06-13,7
1196,Player 4,Cardio,2022-06-14,8
1197,Player 4,Cardio,2022-06-21,4
1198,Player 4,Cardio,2022-06-22,10
1199,Player 4,Cardio,2022-06-24,7
1200,Player 4,Cardio,2022-06-29,4
1201,Player 4,Cardio,2022-06-30,5
1202,Player 4,Cardio,2022-07-01,4
1203,Player 4,Cardio,2022-07-05,5
1204,Player 4,Cardio,2022-07-07,10
1205,Player 4,Cardio,2022-07-08,5
